class,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21
Open,0.02352341264486313,0.915771484375,8.417900244239718e-05,0.11619056016206741,0.9381059408187866,-0.14047841727733612,0.1899598091840744,0.913339376449585,-0.23671264946460724,0.24660983681678772,0.8680288791656494,-0.2984670400619507,0.2942017912864685,0.8093504905700684,-0.3387738764286041,0.09557775408029556,0.8015724420547485,-0.3381984233856201,0.11918653547763824,0.6603325009346008,-0.44266679883003235,0.14705777168273926,0.5672366619110107,-0.4940754473209381,0.17074619233608246,0.48870527744293213,-0.5199618339538574,0.04810977354645729,0.7534440159797668,-0.2750859260559082,0.0506458654999733,0.6025211811065674,-0.3812931478023529,0.06448796391487122,0.49757760763168335,-0.43149131536483765,0.07415600121021271,0.40926671028137207,-0.4733119606971741,0.018476106226444244,0.7205255627632141,-0.19940175116062164,0.022337980568408966,0.5853436589241028,-0.2739543616771698,0.03152017295360565,0.48692619800567627,-0.32656538486480713,0.03628414124250412,0.40535369515419006,-0.36734047532081604,0.009107671678066254,0.7035333514213562,-0.1274164319038391,0.011567473411560059,0.5949627161026001,-0.17183752357959747,0.016222208738327026,0.5272477865219116,-0.20487375557422638,0.021208539605140686,0.4720180034637451,-0.23155707120895386
Open,0.06234806030988693,0.9400852918624878,9.266915003536269e-05,0.1656632423400879,0.9477908611297607,-0.11184116452932358,0.23287972807884216,0.8822745084762573,-0.16339616477489471,0.27539098262786865,0.8064766526222229,-0.19080890715122223,0.32496947050094604,0.7287158966064453,-0.21119704842567444,0.15102607011795044,0.7250909209251404,-0.16002215445041656,0.16722504794597626,0.5919198989868164,-0.19334213435649872,0.18582269549369812,0.4984201490879059,-0.2161165326833725,0.1974785029888153,0.4174571633338928,-0.24127405881881714,0.09887062758207321,0.7069655656814575,-0.10863129049539566,0.09946732223033905,0.56305992603302,-0.14286014437675476,0.10554631799459457,0.464974969625473,-0.17191407084465027,0.10522499680519104,0.3766990005970001,-0.2052382081747055,0.056483328342437744,0.7104456424713135,-0.05746800824999809,0.05616442859172821,0.5836703777313232,-0.08448543399572372,0.06355543434619904,0.4973905682563782,-0.11790654808282852,0.06785015016794205,0.4209204912185669,-0.1495322734117508,0.0252433642745018,0.7285983562469482,-0.011188281700015068,0.024889588356018066,0.6304835677146912,-0.03107222355902195,0.029557541012763977,0.5715103149414062,-0.05224069952964783,0.0297834649682045,0.5115219354629517,-0.07765530049800873
Open,0.08275100588798523,0.920952558517456,0.00011546953464858234,0.18557195365428925,0.9007591605186462,-0.09045400470495224,0.2591102123260498,0.8203452229499817,-0.15260322391986847,0.2972920536994934,0.7382554411888123,-0.1978110373020172,0.34759360551834106,0.6555935144424438,-0.23947852849960327,0.17915931344032288,0.6902639865875244,-0.24095028638839722,0.19638505578041077,0.5743565559387207,-0.32488518953323364,0.21661871671676636,0.4889329671859741,-0.3738047778606415,0.2373458594083786,0.4058679938316345,-0.4112173020839691,0.11499769985675812,0.6754169464111328,-0.22870762646198273,0.12525366246700287,0.5552167296409607,-0.3354811668395996,0.13901366293430328,0.464836984872818,-0.40396827459335327,0.15353329479694366,0.3743804395198822,-0.46032288670539856,0.056766659021377563,0.6882073879241943,-0.20843717455863953,0.05618904531002045,0.5789947509765625,-0.30528441071510315,0.06386809051036835,0.4894911050796509,-0.3648844063282013,0.07123821973800659,0.40959790349006653,-0.4169060289859772,0.004507973790168762,0.7223422527313232,-0.1891627162694931,-0.0018888413906097412,0.6311892867088318,-0.2605770528316498,-0.002693846821784973,0.5561083555221558,-0.30716878175735474,-0.0037111788988113403,0.4839041829109192,-0.3516397178173065
Open,0.08071807026863098,0.9204229116439819,0.00018068437930196524,0.18267866969108582,0.9075603485107422,-0.10024645924568176,0.25826919078826904,0.8199299573898315,-0.15799638628959656,0.30028873682022095,0.7379304766654968,-0.2002340853214264,0.34885382652282715,0.6611732840538025,-0.23852144181728363,0.18568015098571777,0.6492841243743896,-0.1754603236913681,0.21083658933639526,0.5246461629867554,-0.22863072156906128,0.23047366738319397,0.42950087785720825,-0.2613500654697418,0.24678176641464233,0.342520147562027,-0.2919315993785858,0.11917994916439056,0.6302505135536194,-0.154984250664711,0.1288251280784607,0.49621665477752686,-0.22793704271316528,0.13856859505176544,0.3888121247291565,-0.2692354619503021,0.14299684762954712,0.29402461647987366,-0.30479902029037476,0.05890078842639923,0.6443527340888977,-0.13574793934822083,0.0561884343624115,0.5166606903076172,-0.20212659239768982,0.060287490487098694,0.4174904227256775,-0.24245068430900574,0.0611637681722641,0.33608463406562805,-0.2769555151462555,0.0049755871295928955,0.6828915476799011,-0.12387999892234802,-0.0026767104864120483,0.582548975944519,-0.1765783131122589,-0.0044227540493011475,0.5048564076423645,-0.20824401080608368,-0.009556546807289124,0.4308238625526428,-0.23821890354156494
Open,0.11334090679883957,0.8924734592437744,7.655892113689333e-05,0.2097753882408142,0.8541382551193237,-0.07864347845315933,0.2806067168712616,0.7546595931053162,-0.12924613058567047,0.32392752170562744,0.6672481894493103,-0.17170648276805878,0.3707939088344574,0.5858940482139587,-0.20954158902168274,0.1965968757867813,0.593037486076355,-0.12710055708885193,0.219988614320755,0.4729808270931244,-0.1825503557920456,0.24266567826271057,0.38246920704841614,-0.216414213180542,0.2617853283882141,0.3024781048297882,-0.2462179958820343,0.12989488244056702,0.5807685256004333,-0.11961814016103745,0.13255469501018524,0.4460514187812805,-0.18905480206012726,0.14189277589321136,0.33987927436828613,-0.22813358902931213,0.14729280769824982,0.24715417623519897,-0.25388607382774353,0.07129687815904617,0.6043059825897217,-0.11798279732465744,0.05618312209844589,0.4760504961013794,-0.18327966332435608,0.05680696666240692,0.36719343066215515,-0.22000358998775482,0.0575806125998497,0.2751886546611786,-0.24714605510234833,0.021023765206336975,0.6548952460289001,-0.1198413297533989,0.007346630096435547,0.561988353729248,-0.1783878058195114,0.007340922951698303,0.4919222295284271,-0.20945362746715546,0.0068567246198654175,0.43072620034217834,-0.22638778388500214
Open,0.11307249963283539,0.8551738262176514,9.098422742681578e-05,0.21738675236701965,0.8157948851585388,-0.07735539227724075,0.29599279165267944,0.719646155834198,-0.12361166626214981,0.3447304368019104,0.6285815238952637,-0.1650094985961914,0.3945748209953308,0.5503411889076233,-0.20684820413589478,0.2214602530002594,0.5346277952194214,-0.09975658357143402,0.2529444098472595,0.41243672370910645,-0.14316309988498688,0.27413249015808105,0.32236120104789734,-0.16628673672676086,0.28909292817115784,0.24023893475532532,-0.18783318996429443,0.15025798976421356,0.52187180519104,-0.09390910714864731,0.16593994200229645,0.39178621768951416,-0.14366452395915985,0.17619439959526062,0.284408837556839,-0.17636197805404663,0.18084491789340973,0.18786334991455078,-0.2014274299144745,0.08474347740411758,0.5389191508293152,-0.09321407973766327,0.08012913912534714,0.4089682698249817,-0.14052589237689972,0.0772714912891388,0.3057827949523926,-0.17687048017978668,0.07309750467538834,0.21738684177398682,-0.20635931193828583,0.024803802371025085,0.5813883543014526,-0.10056030750274658,0.01054680347442627,0.47424423694610596,-0.14243260025978088,0.00461067259311676,0.3972105383872986,-0.17922967672348022,-0.0009055286645889282,0.32050859928131104,-0.209822878241539
Open,0.1264767199754715,0.8237283825874329,2.47713196586119e-05,0.22554892301559448,0.7926093935966492,-0.08046665042638779,0.30528131127357483,0.6947633028030396,-0.1263812631368637,0.35834190249443054,0.6036539673805237,-0.16617821156978607,0.40578514337539673,0.5297642350196838,-0.2047312706708908,0.2368355095386505,0.5014700889587402,-0.0958811417222023,0.27223846316337585,0.36946341395378113,-0.13901139795780182,0.293729305267334,0.2724572718143463,-0.16399192810058594,0.30842870473861694,0.18500453233718872,-0.1861521154642105,0.1682337075471878,0.4843076169490814,-0.08956702053546906,0.18774934113025665,0.3420422673225403,-0.13629096746444702,0.202548548579216,0.22700738906860352,-0.16779185831546783,0.2096720039844513,0.1260828673839569,-0.18891340494155884,0.10418229550123215,0.49773383140563965,-0.09065579622983932,0.0997987762093544,0.3584686517715454,-0.13723397254943848,0.1006874144077301,0.24879804253578186,-0.16937045753002167,0.09806009382009506,0.15487992763519287,-0.19031420350074768,0.04308877885341644,0.5380836129188538,-0.1003047376871109,0.030580371618270874,0.42291462421417236,-0.1428350806236267,0.025647535920143127,0.34443965554237366,-0.1761191487312317,0.018438130617141724,0.2664875388145447,-0.20187506079673767
Open,0.14148622751235962,0.8021069765090942,-1.663112016103696e-05,0.23692311346530914,0.7699539065361023,-0.0662311315536499,0.31624090671539307,0.6676920652389526,-0.1085648387670517,0.37216970324516296,0.5721126198768616,-0.14759069681167603,0.42303645610809326,0.4980662167072296,-0.1937326043844223,0.24660055339336395,0.4809718430042267,-0.08471562713384628,0.2847626507282257,0.3435344696044922,-0.12976880371570587,0.3094461262226105,0.24906831979751587,-0.15669862926006317,0.32475072145462036,0.16390714049339294,-0.17625553905963898,0.1807561069726944,0.45952320098876953,-0.08575306087732315,0.20273996889591217,0.30335256457328796,-0.12944544851779938,0.22137460112571716,0.1809399425983429,-0.15907342731952667,0.2316930890083313,0.07640889286994934,-0.17877261340618134,0.11805975437164307,0.4723999798297882,-0.09296336024999619,0.1138656809926033,0.32633328437805176,-0.14070536196231842,0.11635413765907288,0.22157663106918335,-0.17288008332252502,0.1134159043431282,0.1314859688282013,-0.1946362555027008,0.05759836733341217,0.5139114856719971,-0.10571260005235672,0.04605984687805176,0.39577120542526245,-0.15192429721355438,0.042385369539260864,0.31516435742378235,-0.18499861657619476,0.03701798617839813,0.2375841736793518,-0.20966459810733795
Open,0.1313471496105194,0.8049213886260986,-8.994746167445555e-05,0.23418281972408295,0.7700792551040649,-0.06568317115306854,0.320259153842926,0.6723160147666931,-0.10598187893629074,0.3771452307701111,0.577601432800293,-0.1430881917476654,0.42616361379623413,0.5029577016830444,-0.18785734474658966,0.24972355365753174,0.4850159287452698,-0.08870350569486618,0.2913166582584381,0.33615922927856445,-0.1395610123872757,0.31663763523101807,0.24132946133613586,-0.16988499462604523,0.3324304223060608,0.1577608585357666,-0.1958409547805786,0.18362624943256378,0.4625038504600525,-0.09173009544610977,0.20284993946552277,0.29438889026641846,-0.14380739629268646,0.21752572059631348,0.17545077204704285,-0.17734315991401672,0.22482424974441528,0.07752853631973267,-0.20118595659732819,0.12063701450824738,0.4749797582626343,-0.1044611856341362,0.11528443545103073,0.322488009929657,-0.15598252415657043,0.1157437339425087,0.21766400337219238,-0.19436338543891907,0.11231432855129242,0.12760114669799805,-0.22556172311306,0.05900976061820984,0.5159425139427185,-0.12046053260564804,0.044349491596221924,0.3924771845340729,-0.1715734302997589,0.03825634717941284,0.31377875804901123,-0.2121676206588745,0.03419584035873413,0.23882192373275757,-0.24386945366859436
Open,0.14345677196979523,0.8064257502555847,-0.00014476996148005128,0.2451183795928955,0.7599100470542908,-0.06165870279073715,0.3277592062950134,0.6597857475280762,-0.09993547946214676,0.38325202465057373,0.5634539723396301,-0.1390380561351776,0.43590211868286133,0.49058544635772705,-0.1894814670085907,0.25967299938201904,0.47136592864990234,-0.07104756683111191,0.30188706517219543,0.3236325979232788,-0.11768127232789993,0.3268537223339081,0.2295316457748413,-0.14653119444847107,0.3420944809913635,0.14641910791397095,-0.17095960676670074,0.1962009221315384,0.45089098811149597,-0.07439085841178894,0.2173849642276764,0.2859437167644501,-0.12219350785017014,0.23438583314418793,0.1728493571281433,-0.15162184834480286,0.2428217977285385,0.07923603057861328,-0.16992339491844177,0.13485470414161682,0.4622306227684021,-0.08892875909805298,0.13067278265953064,0.3097187876701355,-0.1364240050315857,0.13260222971439362,0.20628297328948975,-0.17223896086215973,0.12994173169136047,0.11583656072616577,-0.19679416716098785,0.07480914890766144,0.5006358623504639,-0.1064508706331253,0.06088380515575409,0.38034167885780334,-0.153523251414299,0.055139556527137756,0.30272483825683594,-0.18901045620441437,0.049824222922325134,0.22871872782707214,-0.21323776245117188
