class,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21
OPEN,0.3948795199394226,0.5873932838439941,-1.1079418982262723e-05,0.45995810627937317,0.5685011148452759,-0.038998957723379135,0.5123090744018555,0.49605900049209595,-0.05349128320813179,0.5454682111740112,0.43005046248435974,-0.06718660145998001,0.5806713104248047,0.38732799887657166,-0.08287780731916428,0.46955937147140503,0.36183273792266846,-0.041123829782009125,0.4875813126564026,0.2626918852329254,-0.06846701353788376,0.4983168840408325,0.20135140419006348,-0.09140362590551376,0.5065295696258545,0.14630401134490967,-0.11223697662353516,0.4266016483306885,0.3493535816669464,-0.04420552775263786,0.43084701895713806,0.23788216710090637,-0.0719454437494278,0.4364752769470215,0.16868828237056732,-0.09936176985502243,0.44026118516921997,0.10965117812156677,-0.12204703688621521,0.386003315448761,0.36218926310539246,-0.05320710688829422,0.3759543299674988,0.2638574540615082,-0.07874733209609985,0.37046849727630615,0.20105060935020447,-0.1125941202044487,0.36611613631248474,0.14502467215061188,-0.14100928604602814,0.348305881023407,0.39578089118003845,-0.06343415379524231,0.32850027084350586,0.32013338804244995,-0.0939454734325409,0.3177006244659424,0.2735659182071686,-0.12193632870912552,0.310019850730896,0.2275513857603073,-0.14671927690505981
OPEN,0.3964605927467346,0.5981940031051636,-8.279088069684803e-05,0.4622468650341034,0.5677775144577026,-0.038495179265737534,0.5167389512062073,0.49586108326911926,-0.05656162276864052,0.5476572513580322,0.4294282793998718,-0.07537379860877991,0.5806913375854492,0.38724178075790405,-0.09563719481229782,0.47056031227111816,0.36478179693222046,-0.03528657183051109,0.4905232787132263,0.2707544267177582,-0.06446085125207901,0.5035439729690552,0.21048849821090698,-0.0872340276837349,0.5114942193031311,0.15590184926986694,-0.10604926943778992,0.4285792410373688,0.3516657054424286,-0.037517789751291275,0.43565574288368225,0.24557942152023315,-0.06711260974407196,0.44174981117248535,0.17484937608242035,-0.09366025775671005,0.44437313079833984,0.1119970977306366,-0.1164337545633316,0.388805627822876,0.3612101674079895,-0.04712624475359917,0.3807060122489929,0.2692134380340576,-0.07405615597963333,0.37651142477989197,0.20683635771274567,-0.10460977256298065,0.3719302713871002,0.15026766061782837,-0.12904387712478638,0.3508962094783783,0.3890305459499359,-0.05912107974290848,0.3339328467845917,0.3186446726322174,-0.08706675469875336,0.3235224783420563,0.2733249366283417,-0.11286677420139313,0.31445255875587463,0.22845147550106049,-0.13409356772899628
OPEN,0.3983447551727295,0.6016777157783508,-8.218859147746116e-05,0.46417009830474854,0.5704218745231628,-0.03636111319065094,0.5195654630661011,0.4979865252971649,-0.054392099380493164,0.5524260997772217,0.43121805787086487,-0.07384176552295685,0.5867718458175659,0.39022523164749146,-0.09621380269527435,0.47332316637039185,0.36578816175460815,-0.030953476205468178,0.49470239877700806,0.27322059869766235,-0.05816536769270897,0.5081551671028137,0.21354293823242188,-0.07926318049430847,0.5168414115905762,0.1590302735567093,-0.09687694907188416,0.4315452575683594,0.3522804379463196,-0.03344755619764328,0.43988367915153503,0.24717557430267334,-0.06219785287976265,0.4457334280014038,0.17620328068733215,-0.08630562573671341,0.44835880398750305,0.11322835087776184,-0.10591109842061996,0.3921685218811035,0.36176741123199463,-0.04350026324391365,0.3846229016780853,0.2692468464374542,-0.0704374834895134,0.3806857168674469,0.20691341161727905,-0.09811202436685562,0.3767562210559845,0.15157650411128998,-0.11865700036287308,0.3544556498527527,0.38968634605407715,-0.05631869658827782,0.33784711360931396,0.3200889229774475,-0.08228915184736252,0.3276868760585785,0.2745375335216522,-0.10647039115428925,0.31917107105255127,0.22985804080963135,-0.12465587258338928
OPEN,0.4021953344345093,0.6031697392463684,-8.856355998432264e-05,0.46688446402549744,0.5714921355247498,-0.03495663404464722,0.521305501461029,0.4992751479148865,-0.05302104726433754,0.5539900660514832,0.433547705411911,-0.07302883267402649,0.5882624387741089,0.3920899033546448,-0.09575570374727249,0.4768527150154114,0.36545079946517944,-0.03383832797408104,0.49831855297088623,0.27355843782424927,-0.060960330069065094,0.5119054913520813,0.21415162086486816,-0.08127450942993164,0.5211185812950134,0.15912769734859467,-0.09851829707622528,0.4355940520763397,0.35227665305137634,-0.037699829787015915,0.4441719055175781,0.24666060507297516,-0.06797604262828827,0.45018884539604187,0.17622250318527222,-0.09377158433198929,0.4529953896999359,0.11288532614707947,-0.11516355723142624,0.3960542380809784,0.3619917929172516,-0.04869410768151283,0.3907581567764282,0.26840418577194214,-0.0774453803896904,0.38757336139678955,0.20631006360054016,-0.10623818635940552,0.38381248712539673,0.15110930800437927,-0.12843433022499084,0.3577563166618347,0.39028215408325195,-0.061656489968299866,0.3419860303401947,0.3190247714519501,-0.08880717307329178,0.33200302720069885,0.27232497930526733,-0.11380329728126526,0.3231249451637268,0.226209357380867,-0.1327616572380066
OPEN,0.4046773910522461,0.6025360822677612,-9.243198292097077e-05,0.4697331488132477,0.5700855851173401,-0.03399990499019623,0.5241447687149048,0.4981546998023987,-0.051666319370269775,0.5569649934768677,0.43203023076057434,-0.07125561684370041,0.5916110277175903,0.3905697762966156,-0.09374295920133591,0.479269802570343,0.3640272319316864,-0.03224702924489975,0.5012800693511963,0.2721709907054901,-0.05725875124335289,0.5155866742134094,0.2130202353000641,-0.07660189270973206,0.5251148343086243,0.15897034108638763,-0.09362975507974625,0.43819066882133484,0.3505189120769501,-0.035448379814624786,0.447000652551651,0.24493658542633057,-0.06351211667060852,0.4535500109195709,0.1747913509607315,-0.08802253752946854,0.4564225971698761,0.11136040091514587,-0.1086730882525444,0.39867788553237915,0.36010390520095825,-0.045476432889699936,0.3931826055049896,0.2667359411716461,-0.07239615172147751,0.3906915783882141,0.20555685460567474,-0.09968611598014832,0.3869083821773529,0.15117481350898743,-0.12043117731809616,0.3603772521018982,0.3876574635505676,-0.057574667036533356,0.3442395329475403,0.3165469169616699,-0.08285559713840485,0.33400705456733704,0.27009743452072144,-0.10692170262336731,0.3245592713356018,0.22451883554458618,-0.12494702637195587
OPEN,0.4060344398021698,0.6030099391937256,-8.795825851848349e-05,0.47167491912841797,0.5699231624603271,-0.032419443130493164,0.5266541838645935,0.4976622462272644,-0.049941953271627426,0.5599417686462402,0.43236103653907776,-0.06997242569923401,0.5951890349388123,0.39150843024253845,-0.09303280711174011,0.48196277022361755,0.36358532309532166,-0.03137114644050598,0.5047715902328491,0.2709905803203583,-0.05784754827618599,0.5189999938011169,0.211686909198761,-0.07761991769075394,0.5283834338188171,0.15769708156585693,-0.09435970336198807,0.4407288432121277,0.3502391576766968,-0.03570425882935524,0.4497315287590027,0.24381989240646362,-0.06445132941007614,0.45605164766311646,0.17296211421489716,-0.08892686665058136,0.45914146304130554,0.10970816016197205,-0.10872804373502731,0.4010065793991089,0.3599190413951874,-0.04670139029622078,0.39546525478363037,0.26595836877822876,-0.07397730648517609,0.39286935329437256,0.20468951761722565,-0.10115548968315125,0.38923561573028564,0.1512513905763626,-0.12108245491981506,0.3624044954776764,0.3877626061439514,-0.05946459248661995,0.34661033749580383,0.31532102823257446,-0.08569323271512985,0.33672887086868286,0.26857542991638184,-0.10957437008619308,0.3280017375946045,0.22311751544475555,-0.12701468169689178
OPEN,0.40542981028556824,0.6045812964439392,-8.601913577876985e-05,0.47042134404182434,0.5714036226272583,-0.03405040130019188,0.5259621143341064,0.4996649920940399,-0.050691861659288406,0.5594092607498169,0.4346523582935333,-0.06942027062177658,0.593799889087677,0.39306095242500305,-0.09053026884794235,0.4819246232509613,0.36465948820114136,-0.030862024053931236,0.5043936967849731,0.271861732006073,-0.05596353858709335,0.5182275772094727,0.2125554382801056,-0.07508386671543121,0.5273193717002869,0.15799054503440857,-0.09171107411384583,0.4404645264148712,0.3508329689502716,-0.034169211983680725,0.45012521743774414,0.2439531832933426,-0.06186540797352791,0.4566481411457062,0.17325183749198914,-0.08673360198736191,0.459805965423584,0.10980764031410217,-0.10697799921035767,0.4006815254688263,0.3600976765155792,-0.044286079704761505,0.39544230699539185,0.26612603664398193,-0.07109145075082779,0.39249953627586365,0.20426233112812042,-0.0987110361456871,0.38899853825569153,0.1499684602022171,-0.11916784197092056,0.3619140386581421,0.3874226212501526,-0.05672549083828926,0.3469073176383972,0.31538164615631104,-0.08266180008649826,0.33715078234672546,0.26869019865989685,-0.10687656700611115,0.32877448201179504,0.22317349910736084,-0.12478230148553848
OPEN,0.40730032324790955,0.6024035811424255,-9.88751053228043e-05,0.47286519408226013,0.5693997740745544,-0.03196340054273605,0.5279548764228821,0.4983939528465271,-0.04879896715283394,0.5614506006240845,0.433377742767334,-0.06820854544639587,0.5967801809310913,0.3923569321632385,-0.09113190323114395,0.4842574894428253,0.3621703088283539,-0.029416745528578758,0.5075008869171143,0.270103394985199,-0.05358830839395523,0.5217317938804626,0.21140551567077637,-0.0719941258430481,0.5314541459083557,0.15753155946731567,-0.08836924284696579,0.4429902136325836,0.3483079671859741,-0.033534687012434006,0.45286402106285095,0.24212299287319183,-0.061149463057518005,0.459682434797287,0.1724708080291748,-0.08565651625394821,0.463242769241333,0.10907426476478577,-0.106435127556324,0.40303540229797363,0.3575563132762909,-0.04421764239668846,0.3986717462539673,0.2638208866119385,-0.07070361077785492,0.3962089419364929,0.20278538763523102,-0.0979236587882042,0.3925759196281433,0.14843255281448364,-0.11859747022390366,0.3641607463359833,0.3849445879459381,-0.05678070709109306,0.3488748371601105,0.31293946504592896,-0.08247023075819016,0.3390161991119385,0.26616400480270386,-0.10646740347146988,0.3299046754837036,0.21999698877334595,-0.12444136291742325
OPEN,0.40826502442359924,0.6031572818756104,-8.397358760703355e-05,0.473527193069458,0.5701086521148682,-0.034212131053209305,0.5290416479110718,0.5003169775009155,-0.05201360210776329,0.5627161860466003,0.4354420304298401,-0.07174616307020187,0.5970990657806396,0.3942641615867615,-0.0942949578166008,0.4854634702205658,0.36248117685317993,-0.03180168941617012,0.5082943439483643,0.2703184187412262,-0.05601402744650841,0.5220668911933899,0.21125617623329163,-0.07466516643762589,0.5313481092453003,0.15686562657356262,-0.09123628586530685,0.44386500120162964,0.3483726382255554,-0.03460488095879555,0.45405226945877075,0.24178194999694824,-0.06067836657166481,0.4610177278518677,0.17222212255001068,-0.08390208333730698,0.4645189046859741,0.10970798134803772,-0.10319625586271286,0.40381336212158203,0.3574522137641907,-0.044052865356206894,0.3987705707550049,0.26331478357315063,-0.06920620054006577,0.3961830735206604,0.20177431404590607,-0.09586432576179504,0.39271867275238037,0.14733406901359558,-0.11560451984405518,0.3648435175418854,0.3845699727535248,-0.055979229509830475,0.3491300642490387,0.3126283288002014,-0.08043518662452698,0.3391079306602478,0.2662675380706787,-0.10366836935281754,0.32996004819869995,0.22112968564033508,-0.12070806324481964
OPEN,0.4089164137840271,0.6049894094467163,-8.76415433594957e-05,0.47397708892822266,0.571969211101532,-0.03324558958411217,0.5297888517379761,0.5005465745925903,-0.050178512930870056,0.5634687542915344,0.43554019927978516,-0.06945789605379105,0.5972598791122437,0.3945297300815582,-0.09131796658039093,0.48634546995162964,0.36353617906570435,-0.03040618635714054,0.5086261630058289,0.2711341977119446,-0.05525706708431244,0.5223225355148315,0.2115405946969986,-0.0745186135172844,0.5316435098648071,0.15626104176044464,-0.09129416942596436,0.4448089003562927,0.3495032489299774,-0.03414097800850868,0.4545910060405731,0.24214273691177368,-0.061089836061000824,0.4615146219730377,0.17175382375717163,-0.08511045575141907,0.4652498662471771,0.10836109519004822,-0.10467216372489929,0.40482383966445923,0.3585883378982544,-0.04456699639558792,0.3989996910095215,0.2642490267753601,-0.0702567994594574,0.39571523666381836,0.2021511048078537,-0.09724666178226471,0.3921490013599396,0.14721108973026276,-0.11735765635967255,0.36604633927345276,0.38562995195388794,-0.057388316839933395,0.34978652000427246,0.3134745657444,-0.08249563723802567,0.33905574679374695,0.2667885720729828,-0.10583918541669846,0.3296820819377899,0.22125934064388275,-0.12306562811136246
